,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.02882,0.00608,0.00728,0.02657,0.0111
1966-01-01,0.04477,0.00838,0.01527,0.03811,0.01699
1971-01-01,0.0402,0.00739,0.01426,0.03303,0.01448
1976-01-01,0.04147,0.00642,0.01364,0.03517,0.01376
1981-01-01,0.04529,0.00753,0.01717,0.0413,0.02072
1986-01-01,0.04054,0.00732,0.02419,0.03873,0.0297
1991-01-01,0.04513,0.00717,0.0168,0.04364,0.02248
1996-01-01,0.05074,0.00752,0.01613,0.04898,0.02189
2001-01-01,0.04368,0.00702,0.01766,0.04432,0.02533
2006-01-01,0.03107,0.00662,0.00682,0.03312,0.01549
2011-01-01,0.02652,0.00591,0.00979,0.02539,0.01457
2016-01-01,0.02577,0.00619,0.00796,0.0251,0.01348
2021-01-01,0.01758,0.00819,0.0055,0.01939,0.01551
